,Year ID,Location,Age,Sex,Disease Stage,Scenario,Measure,Metric,Mean,95% UI Lower,95% UI Upper
13561,2043,United States of America,75_to_79,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.4020500543227191,0.3349933653682204,0.4656257904259388
13562,2043,United States of America,75_to_79,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13563,2043,United States of America,75_to_79,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13564,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,40205.00543227191,33499.33653682204,46562.57904259388
13565,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.4020500543227191,0.3349933653682204,0.4656257904259388
13566,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13567,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13568,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,40030.957789707965,33354.29683468542,46364.3581163405
13569,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.40030957789707966,0.33354296834685415,0.46364358116340504
13570,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,174.04764256394768,145.03970213662305,236.89818015648433
13571,2043,United States of America,75_to_79,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0017404764256394767,0.0014503970213662306,0.002368981801564843
13572,2043,United States of America,75_to_79,Male,AD Dementia,Reference,AD Deaths,Number,18458.71942525423,15417.720337123032,22249.090307757975
13573,2043,United States of America,75_to_79,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.18458719425254227,0.1541772033712303,0.22249090307757977
13574,2043,United States of America,75_to_79,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13575,2043,United States of America,75_to_79,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13576,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,18458.71942525423,15417.720337123032,22249.090307757975
13577,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.18458719425254227,0.1541772033712303,0.22249090307757977
13578,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13579,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13580,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,18400.703544399577,15408.051023647256,22162.066486476
13581,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.18400703544399577,0.15408051023647257,0.22162066486476
13582,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,58.01588085464923,0.0,96.69313475774871
13583,2043,United States of America,75_to_79,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0005801588085464922,0.0,0.0009669313475774871
13584,2043,United States of America,80_to_84,Female,AD Dementia,Reference,AD Deaths,Number,67182.3900296838,65108.32228913009,69478.85198018033
13585,2043,United States of America,80_to_84,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.671823900296838,0.6510832228913009,0.6947885198018033
13586,2043,United States of America,80_to_84,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13587,2043,United States of America,80_to_84,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13588,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,67182.3900296838,65108.32228913009,69478.85198018033
13589,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.671823900296838,0.6510832228913009,0.6947885198018033
13590,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13591,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13592,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,66805.28680412858,64895.59739266305,69217.7805163344
13593,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.6680528680412857,0.6489559739266304,0.6921778051633442
13594,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,377.1032255552199,198.22092625338485,609.1667489738169
13595,2043,United States of America,80_to_84,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.003771032255552199,0.0019822092625338484,0.006091667489738168
13596,2043,United States of America,80_to_84,Male,AD Dementia,Reference,AD Deaths,Number,30671.06234515789,26078.138444164826,34079.49534536853
13597,2043,United States of America,80_to_84,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.3067106234515789,0.2607813844416482,0.3407949534536853
13598,2043,United States of America,80_to_84,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13599,2043,United States of America,80_to_84,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13600,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,30671.06234515789,26078.138444164826,34079.49534536853
13601,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.3067106234515789,0.2607813844416482,0.3407949534536853
13602,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13603,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13604,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,30477.676075642394,25971.775995931304,33808.75456804684
13605,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.3047767607564239,0.259717759959313,0.3380875456804684
13606,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,193.38626951549742,96.69313475774871,290.0794042732461
13607,2043,United States of America,80_to_84,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.001933862695154974,0.0009669313475774871,0.002900794042732461
13608,2043,United States of America,85_to_89,Female,AD Dementia,Reference,AD Deaths,Number,80477.69605887424,59814.37316114335,97983.98810676465
13609,2043,United States of America,85_to_89,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.8047769605887425,0.5981437316114334,0.9798398810676464
13610,2043,United States of America,85_to_89,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13611,2043,United States of America,85_to_89,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13612,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,80477.69605887424,59814.37316114335,97983.98810676465
13613,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.8047769605887425,0.5981437316114334,0.9798398810676464
13614,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13615,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13616,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,80245.63253545566,59485.616502967,97669.73541880197
13617,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.8024563253545566,0.5948561650296701,0.9766973541880196
13618,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,232.06352341859687,101.52779149563614,338.42597165212044
13619,2043,United States of America,85_to_89,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0023206352341859685,0.0010152779149563613,0.0033842597165212045
13620,2043,United States of America,85_to_89,Male,AD Dementia,Reference,AD Deaths,Number,33523.50982051148,27349.65316622922,38367.83587187468
13621,2043,United States of America,85_to_89,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.33523509820511477,0.2734965316622922,0.3836783587187469
13622,2043,United States of America,85_to_89,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13623,2043,United States of America,85_to_89,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13624,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,33523.50982051148,27349.65316622922,38367.83587187468
13625,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.33523509820511477,0.2734965316622922,0.3836783587187469
13626,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13627,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13628,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,33407.47805880218,27146.597583237948,38242.134796689614
13629,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.3340747805880218,0.2714659758323795,0.38242134796689614
13630,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,116.03176170929844,-43.51191064098692,280.41009079747124
13631,2043,United States of America,85_to_89,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0011603176170929845,-0.0004351191064098692,0.0028041009079747123
13632,2043,United States of America,90_to_94,Female,AD Dementia,Reference,AD Deaths,Number,45465.11196309344,41046.23570466432,49482.7117122779
13633,2043,United States of America,90_to_94,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.45465111963093446,0.41046235704664324,0.494827117122779
13634,2043,United States of America,90_to_94,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13635,2043,United States of America,90_to_94,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13636,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,45465.11196309344,41046.23570466432,49482.7117122779
13637,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.45465111963093446,0.41046235704664324,0.494827117122779
13638,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13639,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13640,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,45436.10402266611,40959.21188338235,49482.7117122779
13641,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.45436104022666124,0.40959211883382346,0.494827117122779
13642,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,29.007940427324616,0.0,91.85847801986127
13643,2043,United States of America,90_to_94,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0002900794042732461,0.0,0.0009185847801986127
13644,2043,United States of America,90_to_94,Male,AD Dementia,Reference,AD Deaths,Number,18052.608259271685,16752.08559677996,19899.447133144684
13645,2043,United States of America,90_to_94,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.18052608259271682,0.16752085596779961,0.19899447133144685
13646,2043,United States of America,90_to_94,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13647,2043,United States of America,90_to_94,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13648,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,18052.608259271685,16752.08559677996,19899.447133144684
13649,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.18052608259271682,0.16752085596779961,0.19899447133144685
13650,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13651,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13652,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,18033.269632320134,16752.08559677996,19855.935222503696
13653,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.1803326963232013,0.16752085596779961,0.19855935222503698
13654,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,19.33862695154974,0.0,48.346567378874354
13655,2043,United States of America,90_to_94,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0001933862695154974,0.0,0.00048346567378874353
13656,2043,United States of America,95_plus,Female,AD Dementia,Reference,AD Deaths,Number,15277.515291724296,13135.762356840161,17849.55267628041
13657,2043,United States of America,95_plus,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.15277515291724292,0.1313576235684016,0.1784955267628041
13658,2043,United States of America,95_plus,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13659,2043,United States of America,95_plus,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13660,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,15277.515291724296,13135.762356840161,17849.55267628041
13661,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.15277515291724292,0.1313576235684016,0.1784955267628041
13662,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13663,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13664,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,15277.515291724296,13135.762356840161,17849.55267628041
13665,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.15277515291724292,0.1313576235684016,0.1784955267628041
13666,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13667,2043,United States of America,95_plus,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13668,2043,United States of America,95_plus,Male,AD Dementia,Reference,AD Deaths,Number,5202.09064996688,4244.828615865168,6091.667489738169
13669,2043,United States of America,95_plus,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0520209064996688,0.04244828615865168,0.06091667489738169
13670,2043,United States of America,95_plus,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13671,2043,United States of America,95_plus,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13672,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,5202.09064996688,4244.828615865168,6091.667489738169
13673,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0520209064996688,0.04244828615865168,0.06091667489738169
13674,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13675,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13676,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,5202.09064996688,4244.828615865168,6091.667489738169
13677,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0520209064996688,0.04244828615865168,0.06091667489738169
13678,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13679,2043,United States of America,95_plus,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13680,2044,Brazil,25_to_29,Female,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13681,2044,Brazil,25_to_29,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13682,2044,Brazil,25_to_29,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13683,2044,Brazil,25_to_29,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13684,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
13685,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13686,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13687,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13688,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,0.0,0.0,0.0
13689,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13690,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13691,2044,Brazil,25_to_29,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13692,2044,Brazil,25_to_29,Male,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13693,2044,Brazil,25_to_29,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13694,2044,Brazil,25_to_29,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13695,2044,Brazil,25_to_29,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13696,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
13697,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13698,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13699,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13700,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,0.0,0.0,0.0
13701,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13702,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13703,2044,Brazil,25_to_29,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13704,2044,Brazil,30_to_34,Female,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13705,2044,Brazil,30_to_34,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13706,2044,Brazil,30_to_34,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13707,2044,Brazil,30_to_34,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13708,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
13709,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13710,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13711,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13712,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,0.0,0.0,0.0
13713,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13714,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13715,2044,Brazil,30_to_34,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13716,2044,Brazil,30_to_34,Male,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13717,2044,Brazil,30_to_34,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13718,2044,Brazil,30_to_34,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13719,2044,Brazil,30_to_34,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13720,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
13721,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13722,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13723,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13724,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,0.0,0.0,0.0
13725,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13726,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13727,2044,Brazil,30_to_34,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13728,2044,Brazil,35_to_39,Female,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13729,2044,Brazil,35_to_39,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13730,2044,Brazil,35_to_39,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13731,2044,Brazil,35_to_39,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13732,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
13733,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13734,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13735,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13736,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,0.0,0.0,0.0
13737,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13738,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13739,2044,Brazil,35_to_39,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13740,2044,Brazil,35_to_39,Male,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13741,2044,Brazil,35_to_39,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13742,2044,Brazil,35_to_39,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13743,2044,Brazil,35_to_39,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13744,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
13745,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13746,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13747,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13748,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,0.0,0.0,0.0
13749,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13750,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13751,2044,Brazil,35_to_39,Male,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13752,2044,Brazil,40_to_44,Female,AD Dementia,Reference,AD Deaths,Number,27.30346918567788,0.0,56.55718617033275
13753,2044,Brazil,40_to_44,Female,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0002730346918567788,0.0,0.0005655718617033275
13754,2044,Brazil,40_to_44,Female,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13755,2044,Brazil,40_to_44,Female,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13756,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing Only,AD Deaths,Number,27.30346918567788,0.0,56.55718617033275
13757,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing Only,AD Deaths,"Rate per 100,000",0.0002730346918567788,0.0,0.0005655718617033275
13758,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing Only,Averted Deaths,Number,0.0,0.0,0.0
13759,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing Only,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13760,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,Number,27.30346918567788,0.0,56.55718617033275
13761,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing and Treatment,AD Deaths,"Rate per 100,000",0.0002730346918567788,0.0,0.0005655718617033275
13762,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,Number,0.0,0.0,0.0
13763,2044,Brazil,40_to_44,Female,AD Dementia,BBBM Testing and Treatment,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13764,2044,Brazil,40_to_44,Male,AD Dementia,Reference,AD Deaths,Number,0.0,0.0,0.0
13765,2044,Brazil,40_to_44,Male,AD Dementia,Reference,AD Deaths,"Rate per 100,000",0.0,0.0,0.0
13766,2044,Brazil,40_to_44,Male,AD Dementia,Reference,Averted Deaths,Number,0.0,0.0,0.0
13767,2044,Brazil,40_to_44,Male,AD Dementia,Reference,Averted Deaths,"Rate per 100,000",0.0,0.0,0.0
13768,2044,Brazil,40_to_44,Male,AD Dementia,BBBM Testing Only,AD Deaths,Number,0.0,0.0,0.0
